chapter_id,chapter_name,zone,region,chapter_type,account_type,city,state,country,email,phone,lat,lon,snapshot_date
a0M6g00000BqRQH,Buckeye Middle School,PCI Zone,Region 4,,Chapter,Columbus,Ohio,United States,dranseyjr10156@columbus.k12.oh.us,000  000000,40.530184526777255,-82.66135106245916,2026-06-19
a0M6g00000BqRQI,Centennial High School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,knicholson6323@columbus.k12.oh.us,000  000000,40.49548613956472,-82.89356509372317,2026-06-19
a0M6g00000BqRQJ,Champion Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,zwindle3718@columbus.k12.oh.us,000  000000,40.589985555390165,-82.73051393148023,2026-06-19
a0M6g00000BqRQK,Clearbrook Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,,000  000000,40.34077573662592,-82.67670626334126,2026-06-19
a0M6g00000BqRQL,Nsbe Naacp Gwinnett County Chapter,Primary Zone,Region 3,,Chapter,Snellville,Georgia,United States,harrisw@ix.netcom.com,000  000000,32.94307913411518,-83.63415652877526,2026-06-19
a0M6g00000BqRQM,Columbus Alternative Hs,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,jbell6909@columbus.k12.oh.us,000  000000,40.55447698193755,-82.4944329792934,2026-06-19
a0M6g00000BqRQN,Dominion Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,glang@columbus.k12.oh.us,000  000000,40.68352303810663,-82.76237195237184,2026-06-19
a0M6g00000BqRQO,East At Arcadia High School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,jrader6810@columbus.k12.oh.us,000  000000,40.4029755803184,-82.55500571246532,2026-06-19
a0M6g00000BqRQP,Eastmoor Academy,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,jlewis2006@columbus.k12.oh.us,000  000000,40.258898484220936,-82.52874734635846,2026-06-19
a0M6g00000BqRQQ,Eastmoor Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,czielke3686@columbus.k12.oh.us,000  000000,40.38468215256219,-83.03381529296531,2026-06-19
a0M6g00000BqRQR,Metrobots,Primary Zone,Region 3,,Chapter,Jonesboro,Georgia,United States,metrobots@live.com,000  000000,32.741060402951064,-83.40367875227237,2026-06-19
a0M6g00000BqRQS,Franklin Alt. Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,edemelo9217@columbus.k12.oh.us,000  000000,40.07768054183481,-82.91848699470644,2026-06-19
a0M6g00000BqRQT,Hilltonia Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,sunrau7947@columbus.k12.oh.us,000  000000,40.27267402835108,-82.99381888836588,2026-06-19
a0M6g00000BqRQU,Independence High School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,cqualls@columbus.k12.oh.us,000  000000,40.25850835886139,-82.59503020329244,2026-06-19
a0M6g00000BqRQV,Johnson Park Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,kwest4629@columbus.k12.oh.us,000  000000,40.049060990492045,-82.53589360283551,2026-06-19
a0M6g00000BqRQW,Linmoor Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,dchaffin4976@columbus.k12.oh.us,000  000000,40.63836661650219,-82.85433189876592,2026-06-19
a0M6g00000BqRQX,Medina Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,sreidtaylor6835@columbus.k12.oh.us,(614) 3656050,40.14631202934244,-82.69432671443845,2026-06-19
a0M6g00000BqRQY,Mifflin Alt. Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,cmorris3007@columbus.k12.oh.us,000  000000,40.122553789105424,-82.85947144724523,2026-06-19
a0M6g00000BqRQZ,Mifflin High School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,mrichardson3638@columbus.k12.oh.us,000  000000,40.709683426630676,-82.41808986919146,2026-06-19
a0M6g00000BqRQa,Monroe Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,dgill1471@columbus.k12.oh.us,000  000000,40.57925642394821,-82.89724194305546,2026-06-19
a0M6g00000BqRQc,Ridgeview Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,jhigdon@columbus.k12.oh.us,000  000000,40.520148534416265,-82.62113054416119,2026-06-19
a0M6g00000BqRQd,Sherwood Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,mconley@columbus.k12.oh.us,000  000000,40.310272186614554,-82.66629295578969,2026-06-19
a0M6g00000BqRQe,South High School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,kwillis@columbus.k12.oh.us,000  000000,40.04629235148297,-82.96857463897844,2026-06-19
a0M6g00000BqRQf,Starling Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,deffron1013@columbus.k12.oh.us,000  000000,40.40634481207708,-83.0002890870192,2026-06-19
a0M6g00000BqRQg,"Metro Academic & Classical Academy - St. Louis, Mo",MO Zone,Region 5,,Chapter,ST. LOUIS,Missouri,United States,,000  000000,38.222219807513575,-92.05295499661484,2026-06-19
a0M6g00000BqRQh,St. Augustine High School - New Orleans NSBE Jr.,Cajun Zone,Region 5,,Chapter,NEW ORLEANS,Louisiana,United States,mphmd@hotmail.com,000  000000,31.511939101878525,-91.82862640038009,2026-06-19
a0M6g00000BqRQi,"A&M Consolidated High School - College Station, Tx",Big Tex Zone,Region 5,,Chapter,COLLEGE STATION,Texas,United States,,000  000000,31.2918358116172,-97.22023583497162,2026-06-19
a0M6g00000BqRQj,"James Madison Senior High School - Houston, Tx",Big Tex Zone,Region 5,,Chapter,HOUSTON,Texas,United States,,000  000000,30.803604121998145,-97.59968907072196,2026-06-19
a0M6g00000BqRQk,"Jesse H. Jones High School - Houston, Tx",Big Tex Zone,Region 5,,Chapter,HOUSTON,Texas,United States,cclansy@houstonisd.org,000  000000,30.979287901089346,-97.85742650144768,2026-06-19
a0M6g00000BqRQl,"Booker T. Washington High School - Houston, Tx",Big Tex Zone,Region 5,,Chapter,HOUSTON,Texas,United States,llewis4@houstonisd.org,000  000000,31.233218120956323,-97.60981568087419,2026-06-19
a0M6g00000BqRQm,"Dunbar High School - Fort Worth, Tx",Big Tex Zone,Region 5,,Chapter,FORT WORTH,Texas,United States,jjacks@fortworthisd.net,000  000000,31.033015853933282,-97.80798991833073,2026-06-19
a0M6g00000BqRQn,"Dunbar Middle School - Fort Worth, Tx",Big Tex Zone,Region 5,,Chapter,FORT WORTH,Texas,United States,,000  000000,30.83113565656161,-97.27848846449065,2026-06-19
a0M6g00000BqRQo,"Lyndon B. Johnson High School - Austin, Tx",Big Tex Zone,Region 5,,Chapter,AUSTIN,Texas,United States,,000  000000,30.735741362281995,-97.75046440053941,2026-06-19
a0M6g00000BqRQp,"Northside High School - Lafayette, La",Cajun Zone,Region 5,,Chapter,LAFAYETTE,Louisiana,United States,dcspikes@lpssonline.com,000  000000,31.023987531220172,-91.8746667203189,2026-06-19
a0M6g00000BqRQq,"Lawrence High School - Lawrence, Ks",OK Zone,Region 5,,Chapter,LAWRENCE,Kansas,United States,snilhas@usd497.org,000  000000,38.58711162111036,-96.73118301690452,2026-06-19
a0M6g00000BqRQr,"Xavier Preparatory High School - New Orleans, La",Cajun Zone,Region 5,,Chapter,NEW ORLEANS,Louisiana,United States,principal@xavierprep.com,000  000000,30.87842673418982,-92.047237782161,2026-06-19
a0M6g00000BqRQs,Lincoln College Preparatory Academy,MO Zone,Region 5,,Chapter,KANSAS CITY,Missouri,United States,grichber@kcmsd.net,000  000000,38.69659686933378,-92.19205590966509,2026-06-19
a0M6g00000BqRQt,"St. Mary'S Academy - New Orleans, La",Cajun Zone,Region 5,,Chapter,NEW ORLEANS,Louisiana,United States,lross70889@aol.com,000  000000,31.273950335093993,-91.74866272125405,2026-06-19
a0M6g00000BqRQu,"Bryan High School - Bryan, Tx",Big Tex Zone,Region 5,,Chapter,BRYAN,Texas,United States,ffosterwalker@bryanisd.org,000  000000,31.238519113327673,-97.87278506279499,2026-06-19
a0M6g00000BqRQv,Quest For Excellence,Primary Zone,Region 4,,Chapter,Minneapolis,Minnesota,United States,,000  000000,45.60107986945283,-93.87252279531683,2026-06-19
a0M6g00000BqRQx,Brian Piccolo Specialty School,Primary Zone,Region 4,,Chapter,Chicago,Illinois,United States,lilhizerve@hotmail.com,000  000000,40.23637653830813,-88.74500178869897,2026-06-19
a0M6g00000BqRQy,Capa At Ellis Arts Academy,PCI Zone,Region 4,,Chapter,Rockford,Illinois,United States,bwillstar@yahoo.com,000  000000,40.337257756011105,-88.79809768737843,2026-06-19
a0M6g00000BqRQz,Ottawa Hills High School,PCI Zone,Region 4,,Chapter,Grand Rapids,Michigan,United States,nsbepci_04gv@yahoo.com,000  000000,43.57302886181682,-84.53274096196755,2026-06-19
a0M6g00000BqRR0,International Preparatory School,Primary Zone,Region 4,,Chapter,BEDFORD HEIGHTS,Ohio,United States,rufindascott@sbcglobal.net,000  000000,40.67546957070994,-82.70392824162411,2026-06-19
a0M6g00000BqRR1,Agape Werks,Primary Zone,Region 4,,Chapter,CHICAGO,Illinois,United States,agapewerks@msn.com,000  000000,40.594649009183605,-89.09772344308593,2026-06-19
a0M6g00000BqRR2,Indianapolis Public Schools - Ips Nsbe Jr.,PCI Zone,Region 4,,Chapter,INDIANAPOLIS,Indiana,United States,powelljd@ips.k12.in.us,000  000000,39.84859787097204,-86.2362902712968,2026-06-19
a0M6g00000BqRR3,Flint Community Schools,PCI Zone,Region 4,,Chapter,FLINT,Michigan,United States,nsbe_a_pci05@yahoo.com,000  000000,43.05010380112725,-84.60710824530892,2026-06-19
a0M6g00000BqRR4,Stem Columbus,Primary Zone,Region 4,,Chapter,COLUMBUS,Ohio,United States,slaughter@edcouncil.org,000  000000,40.68091937078617,-82.67333243174468,2026-06-19
a0M6g00000BqRR5,Hamilton High School,PCI Zone,Region 4,,Chapter,MILWAUKEE,Wisconsin,United States,sajames@uwm.edu,000  000000,44.04279760770588,-89.72930905507327,2026-06-19
a0M6g00000BqRR6,George Washington Carver Academy,Primary Zone,Region 4,,Chapter,HIGHLAND PARK,Michigan,United States,yswayze@yahoo.com,000  000000,43.11074010676389,-84.868718807741,2026-06-19
a0M6g00000BqRR7,Kent State Upward Bound Programs,PCI Zone,Region 4,,Chapter,KENT,Ohio,United States,kpreer@kent.edu,000  000000,40.68800532095282,-82.80116987022019,2026-06-19
a0M6g00000BqRR8,Southeastern High School,Primary Zone,Region 4,,Chapter,DETROIT,Michigan,United States,williams3690@sbcglobal.net,000  000000,43.191892550694554,-84.46716096590959,2026-06-19
a0M6g00000BqRR9,Trinity Higher Education Coorporation,Primary Zone,Region 4,,Chapter,CHICAGO,Illinois,United States,rhazley@tucc.org,000  000000,40.00457711940511,-89.14152152537943,2026-06-19
a0M6g00000BqRRA,Fmbc 2Nd Wave Nsbe Jr.,Primary Zone,Region 4,,Chapter,Chicago,Illinois,United States,jeycjay@sbcglobal.net,000  000000,40.49158042598923,-88.89249815885151,2026-06-19
a0M6g00000BqRRB,Cosi,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,jobiofuma@mail.cosi.org,000  000000,40.72604716327977,-82.68066460323936,2026-06-19
a0M6g00000BqRRC,Arts Impact Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,jspackjr6461@columbus.k12.oh.us,000  000000,40.37303711153941,-82.5819122057712,2026-06-19
a0M6g00000BqRRD,Beechcroft High School,PCI Zone,Region 4,,Chapter,Columbus,Ohio,United States,deberhardt2975@columbus.k12.oh.us,614  3655364,40.67111251037483,-82.61042783729715,2026-06-19
a0M6g00000BqRRE,Clinton Middle School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,,000  000000,40.713030856484565,-82.56751138048328,2026-06-19
a0M6g00000BqRRF,Fort Hayes Mec - High School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,emeast2002@yahoo.com,000  000000,40.645544006783346,-83.03504215017145,2026-06-19
a0M6g00000BqRRG,Linden-Mckinley High School,Primary Zone,Region 4,,Chapter,Columbus,Ohio,United States,,000  000000,40.551472452095645,-82.80685291033085,2026-06-19
a0M6g00000BqRRH,Samm (Science And Mathematics At Marquette),Primary Zone,Region 4,,Chapter,MILUAKEE,Wisconsin,United States,jennifer.neuenschwander@marquette.edu,000  000000,44.30571566168789,-89.50863631336235,2026-06-19
a0M6g00000BqRRI,"Lincoln High School - Dallas, Tx",Big Tex Zone,Region 5,,Chapter,DALLAS,Texas,United States,,000  000000,31.3833575816939,-97.22425634299786,2026-06-19
a0M6g00000BqRRJ,"Normandy Senior High - St Louis, Mo",MO Zone,Region 5,,Chapter,ST LOUIS,Missouri,United States,,000  000000,38.30784477184154,-92.12474055179347,2026-06-19
a0M6g00000BqRRK,Greater Baton Rouge Engineering Program,Cajun Zone,Region 5,,Chapter,BATON ROUGE,Louisiana,United States,cherylepeters@cox.net,000  000000,31.34453447655469,-91.97525999708087,2026-06-19
a0M6g00000BqRRL,Worthing Senior High School,Big Tex Zone,Region 5,,Chapter,HOUSTON,Texas,United States,,000  000000,30.791195842404957,-97.8847981278,2026-06-19
a0M6g00000BqRRM,"North Forest High School - Houston, Tx",Big Tex Zone,Region 5,,Chapter,HOUSTON,Texas,United States,v_dutton21@hotmail.com,000  000000,31.248627189270426,-97.57067118072817,2026-06-19
a0M6g00000BqRRN,"Estacado High School - Lubbock, Tx",Big Tex Zone,Region 5,,Chapter,LUBBOCK,Texas,United States,,000  000000,31.39436511864645,-97.58797958066445,2026-06-19
a0M6g00000BqRRO,St. Louis Metro Gateway,MO Zone,Region 5,,Chapter,Ferguson,Missouri,United States,pci@nsbe-stl.org,(314) 229-3713,38.79062688535169,-92.35026479846417,2026-06-19
a0M6g00000BqRRP,Mckinley High NSBE JR.,Cajun Zone,Region 5,,Chapter,BATON ROUGE,Louisiana,United States,nsbe.mck@gmail.com,255  3447696,31.375123505391983,-92.15843150938173,2026-06-19
a0M6g00000BqRRQ,Seagoville Nsbe Jr,Big Tex Zone,Region 5,,Chapter,Dallas,Texas,United States,jalong@utdallas.edu,000  000000,31.093310197096436,-97.35201914910999,2026-06-19
a0M6g00000BqRRR,Waynesville High School,MO Zone,Region 5,,Chapter,Waynesville,Missouri,United States,dcampbell@waynesville.k12.mo.us,000  000000,38.75337616705392,-92.0625598365678,2026-06-19
a0M6g00000BqRRS,Jack Yates High School,Big Tex Zone,Region 5,,Chapter,HOUSTON,Texas,United States,,000  000000,30.730366509040824,-97.65256936108528,2026-06-19
a0M6g00000BqRRT,Washington Parish Engineering Club,Cajun Zone,Region 5,,Chapter,Bogalusa,Louisiana,United States,kwmart22@yahoo.com,000  000000,30.853634930619695,-92.14130739621982,2026-06-19
a0M6g00000BqRRU,Ames High School,MO Zone,Region 5,,Chapter,AMES,Iowa,United States,,000  000000,42.134252940067235,-93.0612452625818,2026-06-19
a0M6g00000BqRRV,Science And Engineering Magnet NSBE Jr.,Big Tex Zone,Region 5,,Chapter,Dallas,Texas,United States,iboc1@tx.rr.com,000  000000,31.24609147792614,-97.30764141636104,2026-06-19
a0M6g00000BqRRW,Sharpstown Senior High School,Big Tex Zone,Region 5,,Chapter,HOUSTON,Texas,United States,jcoley@houstonisd.org,000  000000,31.22208902793356,-97.35285088552536,2026-06-19
a0M6g00000BqRRX,Pearce Middle School,Big Tex Zone,Region 5,,Chapter,AUSTIN,Texas,United States,marylaurinethomas@sbcglobal.net,000  000000,30.738761596876298,-97.7492863946911,2026-06-19
a0M6g00000BqRRY,Pflugerville Nsbe Jr. Chapter,Big Tex Zone,Region 5,,Chapter,Pflugerville,Texas,United States,toni.henton@sbcglobal.net,000  000000,31.139815441362675,-97.31277328676262,2026-06-19
a0M6g00000BqRRZ,Cedar Park Nsbe Jr. Chapter,Big Tex Zone,Region 5,,Chapter,Cedar Park,Texas,United States,norma.bishop@leanderisd.org,000  000000,30.707637087457762,-97.55322046051856,2026-06-19
a0M6g00000BqRRa,Reagan High School,Big Tex Zone,Region 5,,Chapter,AUSTIN,Texas,United States,dmalone@austinisd.org,000  000000,31.17858817955508,-97.89273589760998,2026-06-19
a0M6g00000BqRRb,"Booker T. Washington - Tulsa, Ok",OK Zone,Region 5,,Chapter,Tulsa,Oklahoma,United States,tswoodberry@yahoo.com,000  000000,35.49629089028737,-96.65197258303141,2026-06-19
a0M6g00000BqRRc,Roneagles Nsbe Jr.,Cajun Zone,Region 5,,Chapter,New Orleans,Louisiana,United States,mrsbocage@yahoo.com,000  000000,31.2896749661991,-92.05144414564758,2026-06-19
a0M6g00000BqRRd,Parkview High School Nsbe Jr.,OK Zone,Region 5,,Chapter,Little Rock,Arkansas,United States,angela.burton@lrsd.org,000  000000,35.21665079074234,-92.47950100361335,2026-06-19
a0M6g00000BqRRe,South Houston NSBE Jr Chapter,Big Tex Zone,Region 5,,Chapter,Richmond,Texas,United States,southhoustonnsbejr@gmail.com,7135502917,31.301828269800843,-97.70420044421677,2026-06-19
a0M6g00000BqRRf,Northwest Dallas Local,Big Tex Zone,Region 5,,Chapter,Coppell,Texas,United States,cherie_agnew@parkplacetexas.com,000  000000,31.117711175618204,-97.63560295257652,2026-06-19
a0M6g00000BqRRg,Tarrant County Nsbe Jr,Big Tex Zone,Region 5,,Chapter,Mansfield,Texas,United States,afleming@brainstormtexas.com,817  527-2226,30.89686453552855,-97.29287070647969,2026-06-19
a0M6g00000BqRRh,Missouri City Nsbe Jr.,Big Tex Zone,Region 5,,Chapter,Missouri City,Texas,United States,missouricitynsbe@yahoo.com,000  000000,30.835802577357647,-97.85409288613496,2026-06-19
a0M6g00000BqRRi,Johnson County Nsbe Jr Chapter,OK Zone,Region 5,,Chapter,Olathe,Kansas,United States,,000  000000,38.41594885698196,-96.5741385966509,2026-06-19
a0M6g00000BqRRk,Great Commission Baptist Church,Big Tex Zone,Region 5,,Chapter,Fort Worth,Texas,United States,cornelljonesii@sbcglobal.net,000  000000,31.269689124183397,-97.21434064095327,2026-06-19
a0M6g00000BqRRl,North Houston Chapter Nsbe Jr,Big Tex Zone,Region 5,,Chapter,The Woodlands,Texas,United States,soarestf@hotmail.com,000  000000,30.911940439907816,-97.6279016342081,2026-06-19
a0M6g00000BqRRm,Great Commission Baptist Church Nsbe Jr,Big Tex Zone,Region 5,,Chapter,Fort Worth,Texas,United States,,000  000000,30.80026189462074,-97.51105064926388,2026-06-19
a0M6g00000BqRRn,Central Texans Heat,Big Tex Zone,Region 5,,Chapter,Round Rock,Texas,United States,ctxheat@yahoo.com,000  000000,31.402793026084044,-97.42284429291554,2026-06-19
a0M6g00000BqRRo,Confluence Preparatory Academy,MO Zone,Region 5,,Chapter,Saint Louis,Missouri,United States,scott.clithero@confluence.edisonlearning.com,000  000000,38.52273398828936,-92.36370963495474,2026-06-19
a0M6g00000BqRRq,R.B. Stall High School NSBE Jr.,Comfort Zone,Region 2,,Chapter,North Charleston,South Carolina,United States,georgetta_simmons@charleston.k12.sc.us,843  7642200,34.14760113219989,-80.94716538270876,2026-06-19
a0M6g00000BqRRr,"Garfield High School - Seattle, Wa",Northwest Zone,Region 6,,Chapter,SEATTLE,Washington,United States,,000  000000,47.144958839319145,-121.5847290757606,2026-06-19
a0M6g00000BqRRs,"Tucson Magnet High School - Tucson, Az",Southwest Zone,Region 6,,Chapter,TUCSON,Arizona,United States,abel.morado@tusd1.org,000  000000,33.426775668193436,-111.63983567361785,2026-06-19
a0M6g00000BqRRt,"Greater Albuquerque - Albuquerque, Nm - Links",Southwest Zone,Region 6,,Chapter,ALBUQUERQUE,New Mexico,United States,nsbeabq@gmail.com,(505) 507-5112,34.50288314669994,-106.28118605844988,2026-06-19
a0M6g00000BqRRu,"George Washington High School - Denver, Co",Rocky Mountain Zone,Region 6,,Chapter,DENVER,Colorado,United States,mario_williams@dpsk12.org,000  000000,39.15398918546626,-105.42079927633476,2026-06-19
a0M6g00000BqRRv,"Highland High School - Albuquerque, Nm",Southwest Zone,Region 6,,Chapter,ALBUQUERQUE,New Mexico,United States,,000  000000,34.784782240053694,-105.92703550900879,2026-06-19
a0M6g00000BqRRw,"Skyline High School - Oakland, Ca",Northern California Zone,Region 6,,Chapter,OAKLAND,California,United States,,000  000000,36.29257718510244,-119.65296435413853,2026-06-19
a0M6g00000BqRRx,Eastside College Preparatory Academy,Northern California Zone,Region 6,,Chapter,East Palo Alto,California,United States,shanekaj@gmail.com,000  000000,35.96538161257828,-119.4036662408589,2026-06-19
a0M6g00000BqRRy,Palisades Charter High School,Southern California Zone,Region 6,,Chapter,PACIFIC PALISADES,California,United States,,000  000000,35.93077098181646,-119.80382408863832,2026-06-19
a0M6g00000BqRRz,"Venice High School - Los Angeles, Ca",Southern California Zone,Region 6,,Chapter,LOS ANGELES,California,United States,,000  000000,36.40254837009606,-119.66088456130045,2026-06-19
a0M6g00000BqRS0,"Foshay Learning Center - Los Angeles, Ca",Southern California Zone,Region 6,,Chapter,LOS ANGELES,California,United States,,000  000000,36.285825564592585,-119.61804264408536,2026-06-19
a0M6g00000BqRS1,Los Angeles Area Nsbe Jr,Southern California Zone,Region 6,,Chapter,LOS ANGELES,California,United States,l_robinson79@yahoo.com,000  000000,36.223610446306644,-119.82199569593962,2026-06-19
a0M6g00000BqRS2,Magnolia Science Academy,Southern California Zone,Region 6,,Chapter,Carson,California,United States,msa3@magnoliascience.org,000  000000,35.93516344313866,-119.80581935698193,2026-06-19
a0M6g00000BqRS3,Bellarmine College Preparatory,Northern California Zone,Region 6,,Chapter,San Jose,California,United States,,000  000000,35.87501209485839,-119.41954394429644,2026-06-19
a0M6g00000BqRS4,Seattle Mesa Program Nsbe Jr,Northwest Zone,Region 6,,Chapter,Seattle,Washington,United States,ssabay@engr.washington.edu,000  000000,47.24917485327508,-121.44745142390992,2026-06-19
a0M6g00000BqRS5,Henry Clay Middle School,Southern California Zone,Region 6,,Chapter,los angeles,California,United States,,000  000000,36.32058509759896,-119.482887123437,2026-06-19
a0M6g00000BqRS6,Phillis Wheatley High School Nsbe Jr. Chapter,Big Tex Zone,Region 5,,Chapter,Houston,Texas,United States,,000  000000,31.01135738100894,-97.5800808839893,2026-06-19
a0M6g00000BqRS7,King/Drew Hs Of Medicine And Science,Southern California Zone,Region 6,,Chapter,LOS ANGELES,California,United States,,000  000000,36.46249422425451,-119.55934576611467,2026-06-19
a0M6g00000BqRS8,"Four Ac - Antioch, Ca",Northern California Zone,Region 6,,Chapter,ANTIOCH,California,United States,,000  000000,36.336449910182516,-119.39977622154653,2026-06-19
a0M6g00000BqRS9,University Of Texas -El Paso Nsbe Jr,Big Tex Zone,Region 5,,Chapter,El Paso,Texas,United States,nsbe.utep.pci@live.com,000  000000,31.25579988536054,-97.78383545853251,2026-06-19
a0M6g00000BqRSA,Omaha North High Magnet Center,MO Zone,Region 5,,Chapter,Omaha,Nebraska,United States,anthony.williams@ops.org,000  000000,41.1688895136163,-98.54675608987982,2026-06-19
a0M6g00000BqRSB,Ontario High School,Southern California Zone,Region 6,,Chapter,ONTARIO,California,United States,pcipomona@yahoo.com,000  000000,36.2232484885948,-119.36281940026852,2026-06-19
a0M6g00000BqRSC,Rapha Village,Big Tex Zone,Region 5,,Chapter,Houston,Texas,United States,kuumbae@yahoo.com,000  000000,31.06339944501008,-97.61038025499256,2026-06-19
a0M6g00000BqRSD,Conrad Royal Chargers,Big Tex Zone,Region 5,,Chapter,Dallas,Texas,United States,hcoles@dallasisd.org,000  000000,30.729576925992717,-97.24161883436955,2026-06-19
a0M6g00000BqRSE,Mcmain Nsbe Jr,Cajun Zone,Region 5,,Chapter,New Orleans,Louisiana,United States,trudy_ferrand@nops.k12.la.us,000  000000,30.89164787889111,-92.18904963468661,2026-06-19
a0M6g00000BqRSF,Crestworth Pre-Engineering Magnet Nsbe Jr,Cajun Zone,Region 5,,Chapter,Baton Rouge,Louisiana,United States,hhill@ebrschools.org,000  000000,30.991792628053457,-92.17193369625714,2026-06-19
a0M6g00000BqRSG,"Woodrow Wilson High School - Dallas, Tx",Big Tex Zone,Region 5,,Chapter,Dallas,Texas,United States,nsbejr@gmail.com,000  000000,31.023069489688236,-97.55219953912002,2026-06-19
a0M6g00000BqRSH,New Orleans Ae Nsbe Jr.,Cajun Zone,Region 5,,Chapter,New Orleans,Louisiana,United States,neworleansnsbepci@gmail.com,000  000000,31.03834496432001,-92.18213266219759,2026-06-19
a0M6g00000BqRSI,Johnson Space Center Area Pci,Big Tex Zone,Region 5,,Chapter,WEBSTER,Texas,United States,marietta.leonard@boeing.com,000  000000,30.782607257774462,-97.64430793540706,2026-06-19
a0M6g00000BqRSJ,Mount Carmel High School,Southern California Zone,Region 6,,Chapter,San Diego,California,United States,,000  000000,35.80857291557857,-119.54283119207305,2026-06-19
a0M6g00000BqRSK,Y.O.U Computer Clubhouse,Southern California Zone,Region 6,,Chapter,Los Angeles,California,United States,mssimms7170@yahoo.com,000  000000,35.91111737906737,-119.82011390185144,2026-06-19
a0M6g00000BqRf9,Choice Of Pride NSBE JR,Cajun Zone,Region 5,,Chapter,New Orleans,Louisiana,United States,tamika.bruno@choiceschoolsno.org,,31.095434044024667,-91.9261782568516,2026-06-19
a0M6g00000BqRfA,STEM-U-LATE NSBE JR,Danger Zone,Region 2,,Chapter,Portsmouth,Virginia,United States,info@edpoint.org,,37.42049949537236,-78.4415187403009,2026-06-19
a0M6g00000BqRfB,Montgomery (AL) - a Links-NSBE Jr. Chapter,Cajun Zone,Region 5,,Chapter,Montgomery,Alabama,United States,violetvisions@aol.com,205  8267155,33.060606194618614,-87.14026685624167,2026-06-19
a0M6g00000BqRfC,ROC City (Rochester) NSBE JR.,Upstate Zone,Region 1,,Chapter,Rochester,New York,United States,rit.nsbe.president@gmail.com,585  3685111,42.17144314906901,-74.95539959544496,2026-06-19
a0M6g00000BqRfD,Harmon Ranch Community NSBE JR,Big Tex Zone,Region 5,,Chapter,Fort Worth,Texas,United States,nsbejr.harmonranch.president@gmail.com,954  2326784,30.93765291270745,-97.6115320858975,2026-06-19
a0M6g00000BqRfE,Field Zone NSBE Jr.,PCI Zone,Region 4,,Chapter,Southfield,Michigan,United States,nsbejr.fz@gmail.com,248  3959663,43.523024796268615,-84.29725240564953,2026-06-19
a0M6g00000BqRfG,Sigma Betas of Charlotte,Comfort Zone,Region 2,,Chapter,Charlotte,North Carolina,United States,sbcofcharlotte@gmail.com,704  5648189,35.46230998039067,-79.93067569132259,2026-06-19
a0M6g00000BqRfH,Mid-Cities (TX) Future Engineers LINKS-NSBE Jr.,Big Tex Zone,Region 5,,Chapter,Irving,Texas,United States,mclc.president@gmail.com,817  9395325,30.874224997119835,-97.57755661961426,2026-06-19
a0M6g00000BqRfI,MOST NSBE JR - Birmingham Chapter,Primary Zone,Region 3,,Chapter,Birmingham,Alabama,United States,mostbirmingham@gmail.com,614  735-1266,32.93495185036117,-86.9813529871756,2026-06-19
a0M6g00000BqRfJ,Jersey City Public Schools District NSBE Jr (JCPS),New Jersey Zone,Region 1,,Chapter,Jersey City,New Jersey,United States,dcarson@jcboe.org,201  3693767,40.1804190194384,-74.2197417676876,2026-06-19
a0M6g00000BqRfK,Tri-Cities Professionals,Northwest Zone,Region 6,,Chapter,Richland,Washington,United States,nsbetricitiesprofessionals@gmail.com,5097698993,47.08490050289287,-121.5179552763323,2026-06-19
a0M6g00000BqRfL,Quad Cities NSBE Professionals,Primary Zone,Region 4,,Chapter,Moline,Illinois,United States,qcnsbe.president@gmail.com,,40.49754762911775,-89.23081919190977,2026-06-19
a0M6g00000BqRfM,Illuminate STEM NSBE JR,Big Tex Zone,Region 5,,Chapter,Dallas,Texas,United States,terrence.southern@illuminatestem.org,972  5250626,30.73764881400384,-97.81671723985303,2026-06-19
